Age,AgeGroup,Department,JobRole,Gender,MaritalStatus,OverTime,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,YearsAtCompany,YearsSinceLastPromotion,TotalWorkingYears,JobLevel,BusinessTravel,Attrition,AttritionBinary,Cluster,ClusterLabel
26,26-35,Research & Development,Manufacturing Director,Male,Married,No,5472,4,4,3,4,8,1,8,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
22,18-25,Research & Development,Laboratory Technician,Male,Married,No,2451,1,2,2,1,4,1,4,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
48,46-55,Research & Development,Healthcare Representative,Male,Single,No,4240,3,1,3,2,2,2,19,2,Travel_Rarely,No,0,1,Loyal Mid-Career
48,46-55,Research & Development,Healthcare Representative,Male,Single,No,10999,3,3,3,2,15,4,27,3,Travel_Rarely,No,0,0,Stable Senior
41,36-45,Research & Development,Manufacturing Director,Female,Single,No,5003,3,4,3,3,2,2,8,2,Travel_Rarely,No,0,1,Loyal Mid-Career
39,36-45,Research & Development,Manufacturing Director,Female,Married,No,12742,4,4,3,2,21,11,21,4,Travel_Rarely,No,0,0,Stable Senior
27,26-35,Research & Development,Manufacturing Director,Female,Married,No,4227,4,1,3,3,3,2,4,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
35,26-35,Research & Development,Laboratory Technician,Male,Divorced,No,3917,4,2,2,3,3,1,3,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Sales,Manager,Male,Married,No,18303,3,4,4,3,1,0,21,5,Travel_Rarely,No,0,0,Stable Senior
50,46-55,Research & Development,Laboratory Technician,Male,Married,No,2380,4,1,3,3,1,0,8,1,Travel_Rarely,No,0,1,Loyal Mid-Career
59,56-65,Research & Development,Manufacturing Director,Female,Single,Yes,13726,4,3,3,2,5,4,30,4,Travel_Rarely,No,0,0,Stable Senior
37,36-45,Research & Development,Healthcare Representative,Female,Married,No,4777,2,1,1,1,1,0,15,2,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
55,46-55,Research & Development,Healthcare Representative,Male,Married,Yes,6385,2,3,3,3,8,6,17,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
41,36-45,Research & Development,Research Director,Female,Divorced,No,19973,3,2,3,1,21,5,21,5,Non-Travel,No,0,0,Stable Senior
38,36-45,Sales,Sales Executive,Male,Single,Yes,6861,4,2,3,3,1,0,19,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
26,26-35,Sales,Sales Executive,Male,Single,No,4969,1,2,3,1,2,2,7,2,Non-Travel,Yes,1,3,At-Risk Mid-Level
52,46-55,Sales,Manager,Female,Married,No,19845,4,1,3,1,32,6,33,5,Travel_Rarely,Yes,1,0,Stable Senior
44,36-45,Sales,Sales Executive,Female,Married,Yes,13320,4,4,3,4,12,11,23,4,Travel_Rarely,No,0,0,Stable Senior
50,46-55,Sales,Sales Executive,Female,Married,No,6347,3,4,3,3,18,0,19,2,Non-Travel,No,0,1,Loyal Mid-Career
36,36-45,Research & Development,Laboratory Technician,Female,Single,No,2743,1,3,3,4,17,15,18,1,Travel_Rarely,Yes,1,1,Loyal Mid-Career
39,36-45,Research & Development,Manufacturing Director,Female,Single,Yes,10880,1,4,3,3,21,2,21,3,Travel_Frequently,No,0,0,Stable Senior
33,26-35,Sales,Sales Representative,Female,Single,No,2342,4,2,2,2,2,2,3,1,Non-Travel,No,0,3,At-Risk Mid-Level
45,36-45,Sales,Manager,Female,Married,No,17650,4,4,4,3,9,1,26,4,Travel_Rarely,No,0,0,Stable Senior
32,26-35,Research & Development,Laboratory Technician,Female,Single,No,4025,3,4,3,3,8,7,10,1,Non-Travel,No,0,1,Loyal Mid-Career
34,26-35,Sales,Sales Executive,Male,Divorced,No,9725,4,2,2,4,15,0,16,2,Travel_Rarely,No,0,1,Loyal Mid-Career
59,56-65,Sales,Manager,Male,Married,Yes,11904,4,2,1,3,6,0,14,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
45,36-45,Human Resources,Human Resources,Male,Single,No,2177,2,2,3,3,6,0,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
53,46-55,Sales,Sales Executive,Female,Married,No,7525,2,3,3,2,15,6,30,3,Travel_Frequently,No,0,0,Stable Senior
36,36-45,Research & Development,Laboratory Technician,Male,Divorced,No,4834,3,1,2,3,1,0,9,2,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
26,26-35,Research & Development,Research Scientist,Male,Married,Yes,2042,1,1,3,3,3,1,6,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
34,26-35,Sales,Sales Representative,Female,Married,Yes,2220,3,3,3,3,1,0,1,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
28,26-35,Sales,Sales Representative,Male,Married,No,1052,2,4,3,3,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
38,36-45,Research & Development,Research Scientist,Male,Married,No,2821,3,3,3,3,2,2,8,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
50,46-55,Research & Development,Research Director,Male,Married,Yes,19237,3,2,2,3,8,7,29,5,Travel_Rarely,No,0,0,Stable Senior
37,36-45,Research & Development,Healthcare Representative,Female,Single,No,4107,2,4,2,3,4,0,8,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
40,36-45,Sales,Sales Executive,Male,Married,No,8396,1,3,2,3,7,7,8,2,Travel_Rarely,No,0,1,Loyal Mid-Career
26,26-35,Research & Development,Research Scientist,Female,Divorced,No,2007,3,1,3,2,5,1,5,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
46,46-55,Research & Development,Research Director,Male,Divorced,No,19627,4,4,3,3,2,2,23,5,Travel_Rarely,No,0,0,Stable Senior
54,46-55,Sales,Sales Executive,Female,Married,No,10686,3,3,3,2,9,7,13,3,Travel_Rarely,No,0,1,Loyal Mid-Career
56,56-65,Research & Development,Research Scientist,Female,Married,No,2942,3,1,3,3,5,0,18,1,Travel_Frequently,No,0,1,Loyal Mid-Career
36,36-45,Research & Development,Manufacturing Director,Female,Single,No,8858,4,4,2,2,14,7,15,3,Travel_Rarely,No,0,1,Loyal Mid-Career
55,46-55,Research & Development,Manager,Male,Single,No,16756,1,3,4,2,9,6,31,4,Non-Travel,No,0,0,Stable Senior
43,36-45,Sales,Sales Executive,Male,Divorced,No,10798,4,3,3,2,1,0,18,3,Travel_Rarely,No,0,1,Loyal Mid-Career
20,18-25,Sales,Sales Representative,Female,Single,Yes,2323,4,4,3,3,2,0,2,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
21,18-25,Research & Development,Laboratory Technician,Female,Single,No,1416,1,3,2,2,1,1,1,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
46,46-55,Research & Development,Research Scientist,Female,Divorced,Yes,4615,1,4,3,2,16,1,19,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
51,46-55,Research & Development,Research Scientist,Male,Married,Yes,2461,3,1,4,3,10,2,18,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
28,26-35,Research & Development,Healthcare Representative,Male,Single,No,8722,1,2,2,2,10,1,10,3,Non-Travel,Yes,1,1,Loyal Mid-Career
26,26-35,Research & Development,Laboratory Technician,Male,Married,No,3955,1,1,3,2,5,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
30,26-35,Research & Development,Manufacturing Director,Male,Married,No,9957,1,3,2,3,6,0,7,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
41,36-45,Research & Development,Research Scientist,Female,Married,No,3376,3,2,3,4,10,0,10,1,Travel_Rarely,No,0,1,Loyal Mid-Career
38,36-45,Research & Development,Healthcare Representative,Female,Married,No,8823,3,3,2,2,19,1,20,3,Travel_Rarely,No,0,1,Loyal Mid-Career
40,36-45,Research & Development,Healthcare Representative,Male,Married,No,10322,4,1,3,3,11,11,14,3,Travel_Rarely,No,0,1,Loyal Mid-Career
27,26-35,Research & Development,Laboratory Technician,Male,Married,No,4621,3,1,3,1,3,1,3,1,Non-Travel,No,0,3,At-Risk Mid-Level
55,46-55,Research & Development,Manufacturing Director,Male,Married,No,10976,2,4,3,3,3,1,23,3,Travel_Frequently,No,0,1,Loyal Mid-Career
28,26-35,Research & Development,Research Scientist,Female,Single,No,3660,3,3,4,3,8,1,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
44,36-45,Human Resources,Human Resources,Male,Married,No,10482,1,2,3,2,20,3,24,3,Travel_Rarely,Yes,1,0,Stable Senior
33,26-35,Research & Development,Healthcare Representative,Male,Divorced,No,7119,4,4,3,2,3,1,9,3,Travel_Rarely,No,0,1,Loyal Mid-Career
35,26-35,Sales,Sales Executive,Male,Single,Yes,9582,1,4,3,3,8,4,9,3,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
33,26-35,Research & Development,Research Scientist,Female,Single,No,4508,3,1,3,2,13,3,14,2,Travel_Frequently,Yes,1,1,Loyal Mid-Career
28,26-35,Research & Development,Laboratory Technician,Male,Divorced,No,2207,3,1,2,3,4,2,4,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
34,26-35,Research & Development,Healthcare Representative,Male,Single,No,7756,4,1,2,3,6,0,7,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
37,36-45,Sales,Sales Executive,Female,Divorced,Yes,6694,4,4,3,2,1,0,8,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
25,18-25,Research & Development,Laboratory Technician,Male,Married,Yes,3691,4,4,4,3,7,5,7,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
26,26-35,Research & Development,Laboratory Technician,Male,Divorced,No,2377,3,1,2,3,1,0,1,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
33,26-35,Research & Development,Research Scientist,Male,Single,Yes,2313,2,1,3,2,2,2,5,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
42,36-45,Research & Development,Manager,Male,Married,No,17665,1,4,3,3,22,13,23,4,Travel_Rarely,No,0,0,Stable Senior
28,26-35,Research & Development,Laboratory Technician,Male,Divorced,No,2596,2,1,3,2,1,0,1,1,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
50,46-55,Sales,Sales Executive,Male,Single,Yes,4728,3,4,3,3,0,0,5,2,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
33,26-35,Sales,Sales Executive,Female,Married,No,4302,2,4,3,3,3,0,4,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
34,26-35,Research & Development,Research Scientist,Male,Married,No,2979,4,3,3,2,0,0,6,1,Non-Travel,No,0,3,At-Risk Mid-Level
48,46-55,Research & Development,Manager,Male,Single,No,16885,4,1,2,4,5,2,27,4,Non-Travel,No,0,0,Stable Senior
45,36-45,Sales,Sales Executive,Female,Married,No,5593,3,2,3,2,15,4,15,2,Non-Travel,No,0,1,Loyal Mid-Career
52,46-55,Research & Development,Healthcare Representative,Male,Single,No,10445,2,2,3,3,8,4,18,3,Travel_Rarely,No,0,1,Loyal Mid-Career
38,36-45,Sales,Sales Executive,Male,Divorced,Yes,8740,3,3,3,2,8,2,9,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
29,26-35,Research & Development,Research Scientist,Female,Divorced,No,2514,4,3,3,3,7,1,11,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
28,26-35,Research & Development,Manufacturing Director,Female,Divorced,No,7655,2,4,2,3,9,1,10,3,Travel_Rarely,No,0,1,Loyal Mid-Career
46,46-55,Sales,Manager,Male,Married,No,17465,3,1,3,3,12,4,23,4,Travel_Rarely,No,0,0,Stable Senior
38,36-45,Sales,Sales Executive,Male,Single,No,7351,2,4,3,3,1,0,10,3,Travel_Rarely,No,0,1,Loyal Mid-Career
43,36-45,Research & Development,Manufacturing Director,Female,Married,No,10820,1,3,3,3,8,0,18,3,Travel_Frequently,No,0,1,Loyal Mid-Career
39,36-45,Research & Development,Healthcare Representative,Male,Divorced,No,12169,4,1,3,3,18,11,21,4,Travel_Frequently,Yes,1,0,Stable Senior
40,36-45,Research & Development,Research Director,Male,Single,No,19626,3,3,4,2,20,4,21,5,Travel_Rarely,No,0,0,Stable Senior
21,18-25,Research & Development,Research Scientist,Female,Single,Yes,2070,2,4,4,2,2,2,2,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
39,36-45,Research & Development,Laboratory Technician,Male,Single,No,6782,2,3,2,3,5,0,9,2,Non-Travel,No,0,3,At-Risk Mid-Level
36,36-45,Research & Development,Manufacturing Director,Male,Single,No,7779,4,1,3,3,11,0,18,2,Non-Travel,No,0,1,Loyal Mid-Career
31,26-35,Sales,Sales Representative,Male,Married,No,2791,4,3,3,4,2,2,3,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
28,26-35,Research & Development,Research Scientist,Male,Married,No,3201,2,1,1,2,5,0,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
35,26-35,Sales,Sales Executive,Male,Divorced,No,4968,4,4,3,3,5,0,5,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
49,46-55,Sales,Sales Executive,Male,Married,No,13120,2,4,3,2,9,2,22,4,Travel_Rarely,No,0,0,Stable Senior
34,26-35,Research & Development,Manufacturing Director,Male,Single,No,4033,3,4,2,3,3,0,5,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
29,26-35,Research & Development,Research Scientist,Female,Divorced,No,3291,2,4,2,3,7,1,8,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Laboratory Technician,Male,Single,No,4272,4,2,3,1,1,0,16,2,Travel_Rarely,No,0,1,Loyal Mid-Career
29,26-35,Research & Development,Manufacturing Director,Male,Married,Yes,5056,4,2,2,2,10,1,10,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
38,36-45,Human Resources,Human Resources,Male,Married,No,2844,3,3,4,4,7,5,7,1,Travel_Rarely,No,0,1,Loyal Mid-Career
28,26-35,Research & Development,Research Scientist,Male,Divorced,Yes,2703,3,3,3,2,3,0,3,1,Travel_Frequently,No,0,2,Burnt-Out & Overworked
18,,Research & Development,Laboratory Technician,Male,Single,No,1904,3,3,3,3,0,0,0,1,Non-Travel,Yes,1,3,At-Risk Mid-Level
33,26-35,Sales,Sales Executive,Female,Single,Yes,8224,1,1,3,3,5,0,6,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
41,36-45,Research & Development,Laboratory Technician,Male,Married,Yes,4766,4,2,3,3,1,0,6,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
31,26-35,Research & Development,Laboratory Technician,Male,Married,No,2610,3,3,2,3,2,2,2,1,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
37,36-45,Research & Development,Healthcare Representative,Female,Divorced,No,5731,4,3,3,2,6,1,9,2,Travel_Rarely,No,0,1,Loyal Mid-Career
27,26-35,Research & Development,Research Scientist,Male,Married,No,2539,3,4,3,2,4,2,4,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
34,26-35,Sales,Sales Executive,Female,Married,No,5714,3,2,2,3,6,1,6,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
35,26-35,Human Resources,Human Resources,Male,Single,No,4323,3,3,1,3,5,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
29,26-35,Sales,Sales Executive,Female,Married,No,7336,1,4,1,2,11,3,11,3,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
40,36-45,Research & Development,Research Director,Female,Single,No,13499,3,2,2,3,18,2,20,3,Travel_Frequently,No,0,0,Stable Senior
42,36-45,Sales,Sales Executive,Male,Single,Yes,13758,1,3,2,3,21,13,22,4,Travel_Frequently,Yes,1,0,Stable Senior
42,36-45,Sales,Sales Executive,Male,Single,No,5155,1,2,4,3,6,1,9,2,Travel_Rarely,No,0,1,Loyal Mid-Career
35,26-35,Research & Development,Laboratory Technician,Male,Married,No,2258,3,4,3,2,8,1,10,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
24,18-25,Research & Development,Laboratory Technician,Male,Single,No,3597,2,4,3,3,4,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
28,26-35,Research & Development,Laboratory Technician,Female,Married,Yes,2515,4,3,2,3,1,0,1,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
26,26-35,Research & Development,Laboratory Technician,Male,Married,No,4420,4,1,3,4,8,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
30,26-35,Sales,Sales Executive,Male,Married,No,6578,3,3,3,2,10,1,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
40,36-45,Research & Development,Research Scientist,Female,Married,Yes,4422,4,3,1,2,1,0,16,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
35,26-35,Research & Development,Manufacturing Director,Male,Divorced,No,10274,2,3,4,2,7,6,15,3,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Research & Development,Healthcare Representative,Male,Single,No,5343,1,4,3,2,13,4,14,2,Travel_Frequently,No,0,1,Loyal Mid-Career
35,26-35,Research & Development,Laboratory Technician,Male,Married,No,2376,4,4,4,2,2,2,2,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
43,36-45,Sales,Sales Executive,Female,Single,No,5346,3,1,2,1,4,1,7,2,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
32,26-35,Sales,Sales Representative,Female,Divorced,No,2827,1,3,3,3,1,0,1,1,Non-Travel,No,0,3,At-Risk Mid-Level
56,56-65,Research & Development,Manager,Female,Divorced,No,19943,1,4,3,3,5,4,28,5,Travel_Rarely,No,0,0,Stable Senior
29,26-35,Research & Development,Laboratory Technician,Female,Married,No,3131,4,2,3,3,10,0,10,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
19,18-25,Research & Development,Research Scientist,Male,Single,No,2552,1,3,3,3,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
45,36-45,Research & Development,Research Scientist,Female,Married,Yes,4477,3,1,2,3,3,0,7,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
37,36-45,Research & Development,Manufacturing Director,Female,Married,No,6474,4,4,2,2,14,3,14,2,Travel_Rarely,No,0,1,Loyal Mid-Career
20,18-25,Research & Development,Laboratory Technician,Male,Single,No,3033,3,1,2,2,2,1,2,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
44,36-45,Research & Development,Research Scientist,Male,Single,Yes,2936,3,3,3,3,6,0,6,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
53,46-55,Research & Development,Manager,Female,Divorced,No,18606,3,4,3,3,7,4,26,5,Travel_Rarely,No,0,0,Stable Senior
29,26-35,Research & Development,Research Scientist,Female,Married,Yes,2168,4,2,2,1,5,1,6,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
22,18-25,Research & Development,Research Scientist,Male,Married,Yes,2853,4,3,3,2,0,0,1,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
46,46-55,Sales,Manager,Female,Married,No,17048,1,3,3,3,26,15,28,4,Travel_Rarely,No,0,0,Stable Senior
44,36-45,Research & Development,Research Scientist,Male,Single,No,2290,3,4,3,1,0,0,6,1,Non-Travel,No,0,3,At-Risk Mid-Level
33,26-35,Human Resources,Human Resources,Male,Married,No,3600,3,2,3,3,5,1,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
41,36-45,Research & Development,Research Scientist,Male,Divorced,No,2107,1,1,1,2,1,0,5,1,Non-Travel,Yes,1,3,At-Risk Mid-Level
30,26-35,Sales,Sales Executive,Male,Divorced,No,4115,1,3,3,3,4,0,8,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
40,36-45,Sales,Sales Executive,Male,Married,No,4327,2,2,3,3,0,0,5,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
50,46-55,Research & Development,Manager,Female,Married,No,17856,1,4,3,3,2,2,32,4,Travel_Frequently,No,0,0,Stable Senior
28,26-35,Research & Development,Laboratory Technician,Male,Married,No,3196,1,4,3,2,6,3,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
46,46-55,Research & Development,Research Director,Male,Married,No,19081,2,4,3,3,4,0,25,5,Travel_Rarely,No,0,0,Stable Senior
35,26-35,Sales,Sales Executive,Male,Married,Yes,8966,1,3,3,3,7,1,15,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
24,18-25,Research & Development,Laboratory Technician,Female,Married,No,2210,2,4,1,3,1,0,1,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
33,26-35,Sales,Sales Executive,Female,Married,No,4539,3,2,2,3,10,0,10,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
36,36-45,Research & Development,Laboratory Technician,Male,Divorced,No,2741,3,3,3,1,7,1,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
30,26-35,Research & Development,Laboratory Technician,Male,Divorced,No,3491,3,3,2,3,10,8,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
44,36-45,Research & Development,Research Scientist,Male,Single,No,4541,4,4,3,3,20,13,20,2,Travel_Rarely,No,0,1,Loyal Mid-Career
20,18-25,Sales,Sales Representative,Male,Single,No,2678,4,3,3,4,2,2,2,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
46,46-55,Research & Development,Manufacturing Director,Male,Divorced,No,7379,4,4,2,3,6,1,12,2,Travel_Rarely,No,0,1,Loyal Mid-Career
42,36-45,Human Resources,Human Resources,Male,Married,No,6272,1,4,4,4,4,0,10,2,Non-Travel,No,0,1,Loyal Mid-Career
60,56-65,Sales,Sales Executive,Male,Divorced,Yes,5220,4,2,3,4,11,1,12,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
32,26-35,Research & Development,Laboratory Technician,Female,Married,No,2743,2,3,3,2,2,2,2,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
32,26-35,Research & Development,Research Scientist,Female,Single,Yes,4998,3,4,3,3,8,0,10,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
36,36-45,Research & Development,Manufacturing Director,Female,Divorced,Yes,10252,1,3,3,1,7,7,17,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
33,26-35,Research & Development,Research Scientist,Male,Married,No,2781,4,1,3,3,14,4,15,1,Travel_Rarely,No,0,1,Loyal Mid-Career
40,36-45,Sales,Sales Executive,Female,Divorced,No,6852,2,2,4,2,5,1,7,2,Travel_Rarely,No,0,1,Loyal Mid-Career
25,18-25,Sales,Sales Executive,Male,Single,No,4950,4,3,3,3,4,1,5,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
30,26-35,Research & Development,Research Scientist,Male,Married,Yes,3579,2,4,3,3,11,5,12,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
42,36-45,Research & Development,Research Director,Female,Married,Yes,13191,1,1,3,3,1,0,20,3,Travel_Frequently,No,0,2,Burnt-Out & Overworked
35,26-35,Sales,Sales Executive,Female,Married,Yes,10377,4,3,2,2,13,4,16,3,Non-Travel,No,0,2,Burnt-Out & Overworked
27,26-35,Research & Development,Research Scientist,Male,Married,Yes,2235,1,1,2,3,9,6,9,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
54,46-55,Research & Development,Manufacturing Director,Female,Divorced,No,10502,3,4,1,3,5,1,33,3,Travel_Frequently,No,0,0,Stable Senior
44,36-45,Research & Development,Research Scientist,Female,Married,No,2011,4,1,3,4,10,7,10,1,Travel_Rarely,No,0,1,Loyal Mid-Career
19,18-25,Research & Development,Research Scientist,Female,Single,Yes,1859,2,1,4,2,1,0,1,1,Non-Travel,Yes,1,2,Burnt-Out & Overworked
29,26-35,Research & Development,Research Scientist,Female,Divorced,No,3760,4,1,3,3,3,1,3,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
54,46-55,Research & Development,Research Director,Male,Married,No,17779,4,4,3,3,10,0,36,4,Travel_Rarely,No,0,0,Stable Senior
31,26-35,Research & Development,Healthcare Representative,Male,Married,Yes,6833,1,3,2,3,6,0,6,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
31,26-35,Research & Development,Healthcare Representative,Female,Single,No,6812,1,3,3,2,10,1,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
59,56-65,Sales,Sales Executive,Female,Single,No,5171,4,3,3,2,6,0,13,2,Travel_Rarely,No,0,1,Loyal Mid-Career
43,36-45,Research & Development,Research Director,Male,Married,No,19740,4,3,3,1,8,0,25,5,Travel_Rarely,No,0,0,Stable Senior
49,46-55,Research & Development,Manager,Male,Married,No,18711,3,1,4,2,1,0,23,5,Travel_Rarely,No,0,0,Stable Senior
36,36-45,Research & Development,Research Scientist,Male,Married,No,3692,2,3,2,3,11,0,12,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
48,46-55,Research & Development,Laboratory Technician,Male,Single,No,2559,2,4,2,4,1,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
27,26-35,Research & Development,Research Scientist,Male,Divorced,No,2517,3,1,3,3,5,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
29,26-35,Research & Development,Healthcare Representative,Male,Divorced,Yes,6623,4,3,3,3,6,1,6,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
48,46-55,Research & Development,Research Director,Male,Single,No,18265,4,4,4,2,1,0,25,5,Travel_Rarely,No,0,0,Stable Senior
29,26-35,Research & Development,Research Director,Female,Divorced,No,16124,4,4,2,2,7,1,9,4,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Research & Development,Research Scientist,Female,Married,No,2585,3,3,2,4,1,0,2,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
44,36-45,Sales,Manager,Male,Married,No,18213,2,2,3,3,22,3,26,5,Travel_Rarely,No,0,0,Stable Senior
33,26-35,Sales,Sales Executive,Male,Divorced,Yes,8380,3,4,3,4,9,0,10,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
19,18-25,Research & Development,Research Scientist,Female,Single,Yes,2994,4,2,3,4,1,0,1,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
23,18-25,Research & Development,Research Scientist,Male,Married,No,1223,3,4,3,3,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
25,18-25,Sales,Sales Representative,Male,Single,Yes,1118,4,3,3,1,1,1,1,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
26,26-35,Research & Development,Research Scientist,Male,Single,Yes,2875,4,3,2,3,8,2,8,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
45,36-45,Sales,Manager,Female,Single,Yes,18824,2,1,3,1,24,1,26,5,Travel_Rarely,Yes,1,0,Stable Senior
55,46-55,Research & Development,Healthcare Representative,Male,Divorced,Yes,13577,2,4,3,2,33,15,34,4,Non-Travel,No,0,0,Stable Senior
21,18-25,Research & Development,Laboratory Technician,Female,Single,No,2625,3,1,1,2,2,2,2,1,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
46,46-55,Sales,Manager,Female,Married,No,18789,2,4,3,2,11,0,26,5,Travel_Rarely,No,0,0,Stable Senior
34,26-35,Sales,Sales Executive,Female,Single,Yes,4538,1,3,3,3,3,0,4,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
51,46-55,Sales,Manager,Male,Divorced,Yes,19847,2,4,2,3,29,11,31,5,Travel_Frequently,No,0,0,Stable Senior
59,56-65,Research & Development,Manufacturing Director,Male,Single,No,10512,4,4,2,3,9,5,25,3,Travel_Rarely,No,0,0,Stable Senior
34,26-35,Research & Development,Laboratory Technician,Female,Divorced,No,4444,2,3,4,3,11,5,15,2,Travel_Frequently,No,0,1,Loyal Mid-Career
28,26-35,Research & Development,Laboratory Technician,Male,Single,Yes,2154,3,4,2,3,4,0,5,1,Travel_Frequently,No,0,2,Burnt-Out & Overworked
44,36-45,Research & Development,Manager,Male,Divorced,No,19190,1,3,2,4,25,14,26,5,Travel_Rarely,No,0,0,Stable Senior
